Make,Model,Ex-Showroom_Price,Body_Type,Fuel_Type,Type,Seating_Capacity,Displacement,Number_of_Airbags
Nissan,Terrano,1235700.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Nissan,Terrano,1419900.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Nissan,Terrano,1235700.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Tata,Safari Storme,1109005.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Tata,Safari Storme,1335158.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Tata,Safari Storme,1479574.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Tata,Safari Storme,1643829.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Mg,Hector,1248000.0,SUV,Petrol,Manual,5.0,1500.0,2.0
Mg,Hector,1348000.0,SUV,Diesel,Manual,5.0,2000.0,2.0
Mg,Hector,1448000.0,SUV,Diesel,Manual,5.0,2000.0,2.0
Mg,Hector,1588000.0,SUV,Diesel,Manual,5.0,2000.0,6.0
Mg,Hector,1728000.0,SUV,Diesel,Manual,5.0,2000.0,6.0
Mg,Hector,1328000.0,SUV,Petrol,Manual,5.0,1500.0,2.0
Mg,Hector,1388000.0,SUV,Hybrid,Manual,5.0,1500.0,2.0
Mg,Hector,1628000.0,SUV,Hybrid,Manual,5.0,1500.0,6.0
Mg,Hector,1498000.0,SUV,Hybrid,Manual,5.0,1500.0,6.0
Mg,Hector,1568000.0,SUV,Petrol,DCT,5.0,1500.0,6.0
Mg,Hector,1718000.0,SUV,Petrol,DCT,5.0,1500.0,6.0
Tata,Nexon Ev,1399000.0,SUV,Electric,Automatic,5.0,1858.804588607595,2.0
Tata,Nexon Ev,1499000.0,SUV,Electric,Automatic,5.0,1858.804588607595,2.0
Tata,Nexon Ev,1599000.0,SUV,Electric,Automatic,5.0,1858.804588607595,2.0
Hyundai,Elantra,1589000.0,Sedan,Petrol,Manual,5.0,1999.0,6.0
Hyundai,Elantra,1849000.0,Sedan,Petrol,Manual,5.0,1999.0,6.0
Hyundai,Elantra,1949000.0,Sedan,Petrol,AMT,5.0,1999.0,6.0
Hyundai,Elantra,2039000.0,Sedan,Petrol,AMT,5.0,1999.0,6.0
Hyundai,Tucson,2079717.0,SUV,Diesel,Manual,5.0,1995.0,2.0
Hyundai,Tucson,1876656.0,SUV,Petrol,Manual,5.0,1999.0,2.0
Hyundai,Tucson,2364354.0,SUV,Diesel,Automatic,5.0,1995.0,6.0
Hyundai,Tucson,2187384.0,SUV,Petrol,Automatic,5.0,1999.0,6.0
Hyundai,Tucson,2697417.0,SUV,Diesel,Automatic,5.0,1995.0,6.0
Hyundai,Tucson,2373522.0,SUV,Petrol,Automatic,5.0,1999.0,6.0
Hyundai,Tucson,2246749.0,SUV,Petrol,Automatic,5.0,1999.0,6.0
Hyundai,Tucson,2423720.0,SUV,Diesel,Automatic,5.0,1995.0,6.0
Volkswagen,Passat,3021500.0,Sedan,Diesel,Automatic,5.0,1968.0,9.0
Volkswagen,Passat,3321500.0,Sedan,Diesel,Automatic,5.0,1968.0,9.0
Volkswagen,Passat,2599000.0,Sedan,Diesel,Automatic,5.0,1968.0,9.0
Volkswagen,Passat,2899000.0,Sedan,Diesel,Automatic,5.0,1968.0,9.0
,Mercedes-Benz A-Class,2785288.0,Hatchback,Petrol,Automatic,5.0,1595.0,8.0
,Mercedes-Benz A-Class,2886871.0,Hatchback,Diesel,Automatic,5.0,2143.0,8.0
Volvo,V40 Cross Country,3283000.0,Hatchback,Diesel,Automatic,5.0,1984.0,7.0
Volvo,V40 Cross Country,2962000.0,Hatchback,Petrol,Automatic,5.0,1596.0,7.0
Mini,Countryman,3490000.0,Hatchback,Petrol,Automatic,5.0,1998.0,6.0
Mini,Countryman,3740000.0,Hatchback,Diesel,Automatic,5.0,1998.0,6.0
Mini,Countryman,4140000.0,Hatchback,Petrol,Automatic,5.0,1998.0,6.0
Mini,Countryman,4240000.0,Hatchback,Petrol,Automatic,5.0,1998.0,6.0
,Mercedes-Benz C-Class,4020000.0,Sedan,Diesel,Automatic,5.0,1950.0,7.0
,Mercedes-Benz C-Class,4670000.0,Sedan,Diesel,Automatic,5.0,1950.0,7.0
,Mercedes-Benz C-Class,4974750.0,Sedan,Diesel,Automatic,5.0,1950.0,7.0
,Mercedes-Benz C-Class,7500000.0,Coupe,Petrol,Automatic,5.0,3982.0,7.0
,Mercedes-Benz C-Class,4090000.0,Sedan,Petrol,Automatic,5.0,1497.0,7.0
,Mercedes-Benz C-Class,4654000.0,Sedan,Petrol,Automatic,5.0,1497.0,7.0
Toyota,Prius,4509000.0,Sedan,Hybrid,Automatic,5.0,1798.0,7.0
Lexus,Es,5695000.0,Sedan,Hybrid,Automatic,5.0,2487.0,10.0
Lexus,Nx 300H,6060000.0,SUV,Petrol,Automatic,5.0,2494.0,8.0
Lexus,Nx 300H,5990000.0,SUV,Petrol,Automatic,5.0,2494.0,8.0
Jaguar,F-Pace,6463780.0,SUV,Diesel,Automatic,5.0,1999.0,6.0
Jaguar,F-Pace,6422809.0,SUV,Petrol,Automatic,5.0,1997.0,6.0
Volvo,V90 Cross Country,6531000.0,SUV,Diesel,Automatic,5.0,1969.0,6.0
Audi,A5 Cabriolet,6948200.0,Convertible,Diesel,Automatic,4.0,1968.0,4.0
,Mercedes-Benz Gle,7370000.0,SUV,Diesel,Automatic,5.0,1950.0,7.0
,Mercedes-Benz Gle,12500000.0,SUV,Diesel,Automatic,5.0,2925.0,7.0
,Mercedes-Benz Cls,8470000.0,Sedan,Diesel,Automatic,5.0,1950.0,7.0
Bmw,X7,10490000.0,SUV,Petrol,Automatic,7.0,2998.0,9.0
Bmw,X7,10250000.0,SUV,Diesel,Automatic,7.0,2993.0,9.0
Bmw,M4,13590000.0,Coupe,Petrol,Automatic,4.0,2979.0,10.0
Porsche,911,17420000.0,Coupe,Petrol,Automatic,4.0,2981.0,4.0
Porsche,911,18844000.0,Convertible,Petrol,Automatic,4.0,2981.0,4.0
Nissan,Gtr,21240272.0,Coupe,Petrol,Automatic,4.0,3799.0,6.0
Aston Martin,Vantage,29500000.0,Coupe,Petrol,Automatic,2.0,3982.0,6.0
Aston Martin,Rapide,38845823.0,Sedan,Petrol,Automatic,4.0,5935.0,8.0
Ferrari,812 Superfast,52000000.0,Coupe,Petrol,Automatic,2.0,6496.0,4.0
Maruti Suzuki,Alto 800 Tour,354235.0,Hatchback,Petrol,Manual,5.0,796.0,2.0
Maruti Suzuki,Alto 800 Tour,356559.0,Hatchback,Petrol,Manual,5.0,796.0,1.0
Hyundai,Grand I10 Nios,675090.0,Hatchback,Diesel,Manual,5.0,1186.0,2.0
Hyundai,Grand I10 Nios,504990.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Grand I10 Nios,589610.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Grand I10 Nios,642610.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Hyundai,Grand I10 Nios,643350.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Grand I10 Nios,703350.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Hyundai,Grand I10 Nios,673350.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Grand I10 Nios,718950.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Grand I10 Nios,790350.0,Hatchback,Diesel,Automatic,5.0,1186.0,2.0
Hyundai,Grand I10 Nios,804450.0,Hatchback,Diesel,Manual,5.0,1186.0,2.0
Hyundai,Xcent,643769.0,Sedan,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Xcent,733734.0,Sedan,Petrol,Automatic,5.0,1197.0,2.0
Hyundai,Xcent,705546.0,Sedan,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Xcent,782346.0,Sedan,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Xcent,742033.0,Sedan,Diesel,Manual,5.0,1120.0,2.0
Hyundai,Xcent,581078.0,Sedan,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Xcent,798558.0,Sedan,Diesel,Manual,5.0,1120.0,2.0
Hyundai,Xcent,875358.0,Sedan,Diesel,Manual,5.0,1120.0,2.0
Hyundai,Xcent,673261.0,Sedan,Diesel,Manual,5.0,1197.0,2.0
Nissan,Micra,662880.0,Hatchback,Petrol,Automatic,5.0,1198.0,2.0
Nissan,Micra,781686.0,Hatchback,Petrol,Automatic,5.0,1198.0,2.0
Nissan,Micra,743504.0,Hatchback,Diesel,Manual,5.0,1461.0,2.0
Nissan,Micra,812964.0,Hatchback,Diesel,Manual,5.0,1461.0,2.0
Mahindra,Bolero,942263.0,SUV,Diesel,Manual,7.0,2523.0,2.0
Mahindra,Bolero,917055.0,SUV,Diesel,Manual,7.0,2523.0,2.0
Mahindra,Bolero,860720.0,SUV,Diesel,Manual,7.0,2523.0,2.0
Mahindra,Bolero,815883.0,SUV,Diesel,Manual,7.0,2523.0,2.0
Mahindra,Bolero,773678.0,SUV,Diesel,Manual,7.0,2523.0,2.0
Maruti Suzuki,Ciaz,1102689.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Ciaz,919689.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Ciaz,980689.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Ciaz,1062689.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Ciaz,819689.0,Sedan,Petrol,Manual,5.0,1462.0,2.0
Maruti Suzuki,Ciaz,881689.0,Sedan,Petrol,Manual,5.0,1462.0,2.0
Maruti Suzuki,Ciaz,958689.0,Sedan,Petrol,Manual,5.0,1462.0,2.0
Maruti Suzuki,Ciaz,997689.0,Sedan,Petrol,Manual,5.0,1462.0,2.0
Maruti Suzuki,Ciaz,980689.0,Sedan,Petrol,Automatic,5.0,1462.0,2.0
Maruti Suzuki,Ciaz,1058688.0,Sedan,Petrol,Automatic,5.0,1462.0,2.0
Maruti Suzuki,Ciaz,1098689.0,Sedan,Petrol,Automatic,5.0,1462.0,2.0
Maruti Suzuki,Ciaz,1138189.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Maruti Suzuki,Ciaz,997689.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Maruti Suzuki,Ciaz,1109189.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Skoda,Rapid,998599.0,Sedan,Petrol,Manual,5.0,1598.0,2.0
Skoda,Rapid,1006139.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Skoda,Rapid,881916.0,Sedan,Petrol,Manual,5.0,1598.0,2.0
Skoda,Rapid,1129599.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Skoda,Rapid,1249599.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Skoda,Rapid,1243599.0,Sedan,Petrol,Automatic,5.0,1598.0,2.0
Skoda,Rapid,1399599.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Skoda,Rapid,1273599.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Skoda,Rapid,1115599.0,Sedan,Petrol,Manual,5.0,1598.0,2.0
Skoda,Rapid,999599.0,Sedan,Petrol,Automatic,5.0,1598.0,2.0
Skoda,Rapid,975599.0,Sedan,Petrol,Manual,5.0,1598.0,2.0
Skoda,Rapid,1099599.0,Sedan,Petrol,Automatic,5.0,1598.0,2.0
Skoda,Rapid,1158599.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Skoda,Rapid,1273599.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Fiat,Abarth Punto,980970.0,Hatchback,Petrol,Manual,5.0,1368.0,2.0
Hyundai,Creta,999990.0,SUV,Diesel,Manual,5.0,1396.0,2.0
Hyundai,Creta,999990.0,SUV,Petrol,Manual,5.0,1591.0,2.0
Hyundai,Creta,1232534.0,SUV,Petrol,Manual,5.0,1591.0,2.0
Hyundai,Creta,1394437.0,SUV,Petrol,Manual,5.0,1591.0,6.0
Hyundai,Creta,1377363.0,SUV,Petrol,Automatic,5.0,1591.0,2.0
Hyundai,Creta,1287041.0,SUV,Petrol,Automatic,5.0,1591.0,2.0
Hyundai,Creta,1197919.0,SUV,Diesel,Manual,5.0,1396.0,2.0
Hyundai,Creta,1366797.0,SUV,Diesel,Manual,5.0,1582.0,2.0
Hyundai,Creta,1543564.0,SUV,Diesel,Manual,5.0,1582.0,6.0
Hyundai,Creta,1527395.0,SUV,Diesel,Automatic,5.0,1582.0,2.0
Hyundai,Creta,1421208.0,SUV,Diesel,Manual,5.0,1582.0,2.0
Hyundai,Creta,1336033.0,SUV,Diesel,Automatic,5.0,1582.0,2.0
Hyundai,Creta,1422937.0,SUV,Petrol,Manual,5.0,1591.0,6.0
Hyundai,Creta,1572064.0,SUV,Diesel,Manual,5.0,1582.0,6.0
Hyundai,Creta,1107167.0,SUV,Diesel,Manual,5.0,1396.0,2.0
Hyundai,Creta,1092192.0,SUV,Petrol,Manual,5.0,1591.0,2.0
Hyundai,Creta,1279983.0,SUV,Petrol,Manual,5.0,1591.0,2.0
Hyundai,Creta,1414247.0,SUV,Diesel,Manual,5.0,1582.0,2.0
Tata,Harrier,1345363.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Tata,Harrier,1471368.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Tata,Harrier,1591368.0,Hatchback,Diesel,Manual,5.0,1956.0,2.0
Tata,Harrier,1721368.0,Hatchback,Diesel,Manual,5.0,1956.0,2.0
Tata,Harrier,1732231.0,Hatchback,Diesel,Manual,5.0,1956.0,2.0
Tata,Harrier,1730755.0,Hatchback,Diesel,Manual,5.0,1956.0,2.0
Isuzu,Dmax V-Cross,1654783.0,Pick-up,Diesel,Manual,5.0,2499.0,2.0
Isuzu,Dmax V-Cross,1806813.0,Pick-up,Diesel,Manual,5.0,2499.0,2.0
Isuzu,Dmax V-Cross,1999000.0,Pick-up,Diesel,Automatic,5.0,1898.0,6.0
Mitsubishi,Outlander,2693000.0,SUV,Petrol,Automatic,7.0,2360.0,7.0
,Mercedes-Benz Gla-Class,3438000.0,SUV,Petrol,Automatic,5.0,1991.0,6.0
,Mercedes-Benz Gla-Class,3233000.0,SUV,Diesel,Automatic,5.0,2143.0,6.0
,Mercedes-Benz Gla-Class,3564000.0,SUV,Diesel,Automatic,5.0,2143.0,6.0
,Mercedes-Benz Gla-Class,7784944.0,SUV,Petrol,Automatic,5.0,1991.0,6.0
,Mercedes-Benz Gla-Class,3864000.0,SUV,Diesel,Automatic,5.0,2143.0,6.0
,Mercedes-Benz Gla-Class,8067000.0,SUV,Petrol,Automatic,5.0,1991.0,6.0
Honda,Accord Hybrid,4321237.0,Sedan,Hybrid,Automatic,5.0,1993.0,6.0
Bmw,5-Series,5930000.0,Sedan,Diesel,Automatic,5.0,1995.0,8.0
Bmw,5-Series,6680000.0,Sedan,Diesel,Automatic,5.0,2993.0,8.0
Bmw,5-Series,5980000.0,Sedan,Petrol,Automatic,5.0,1998.0,8.0
Bmw,6-Series,6890000.0,Sedan,Diesel,Automatic,4.0,2993.0,6.0
Bmw,6-Series,7450000.0,Sedan,Diesel,Automatic,4.0,2993.0,6.0
Bmw,6-Series,6440000.0,Coupe,Petrol,Automatic,4.0,4395.0,6.0
Bmw,6-Series,6440000.0,Sedan,Diesel,Automatic,4.0,1995.0,8.0
Porsche,Macan,8503000.0,SUV,Petrol,Automatic,5.0,2995.0,6.0
Porsche,Macan,6998000.0,SUV,Petrol,Automatic,5.0,1984.0,8.0
Jaguar,F-Type,23659454.0,Convertible,Petrol,Automatic,5.0,5000.0,2.0
Jaguar,F-Type,22155390.0,Coupe,Petrol,Automatic,2.0,5000.0,2.0
Jaguar,F-Type,26501830.0,Coupe,Petrol,Automatic,2.0,5000.0,6.0
Jaguar,F-Type,28004965.0,Convertible,Petrol,Automatic,2.0,5000.0,6.0
Jaguar,F-Type,9092578.0,Coupe,Petrol,Automatic,2.0,1997.0,2.0
Jaguar,F-Type,10144987.0,Convertible,Petrol,Automatic,2.0,1997.0,2.0
Jaguar,F-Type,10419200.0,Convertible,Petrol,Automatic,2.0,1997.0,2.0
Jaguar,F-Type,9366433.0,Coupe,Petrol,Automatic,2.0,1997.0,2.0
Bmw,M5,15490000.0,Sedan,Petrol,Automatic,4.0,4395.0,9.0
Lexus,Lx 570,23290000.0,SUV,Diesel,Automatic,7.0,5700.0,10.0
Ferrari,458 Spider,43367500.0,"Coupe, Convertible",Petrol,Automatic,2.0,3902.0,2.0
Maruti Suzuki R,Wagon,479000.0,Hatchback,Petrol,Manual,5.0,998.0,1.0
Maruti Suzuki R,Wagon,526000.0,Hatchback,Petrol,Automatic,5.0,998.0,1.0
Maruti Suzuki R,Wagon,548000.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki R,Wagon,434000.0,Hatchback,Petrol,Manual,5.0,998.0,1.0
Maruti Suzuki R,Wagon,513501.0,Hatchback,Petrol,Manual,5.0,1197.0,1.0
Maruti Suzuki R,Wagon,560500.0,Hatchback,Petrol,Automatic,5.0,1197.0,1.0
Maruti Suzuki R,Wagon,594800.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Maruti Suzuki R,Wagon,441000.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki R,Wagon,486001.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki R,Wagon,520500.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki R,Wagon,567500.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Maruti Suzuki R,Wagon,533000.0,Hatchback,Petrol,Automatic,5.0,998.0,2.0
Maruti Suzuki R,Wagon,500500.0,Hatchback,CNG,Manual,5.0,998.0,1.0
Maruti Suzuki R,Wagon,507500.0,Hatchback,CNG,Manual,5.0,998.0,2.0
Tata,Tiago Nrg,594993.0,Crossover,Petrol,Manual,5.0,1199.0,2.0
Tata,Tiago Nrg,689993.0,Crossover,Diesel,Manual,5.0,1047.0,2.0
Tata,Tiago Nrg,639993.0,Crossover,Petrol,AMT,5.0,1199.0,2.0
Mahindra,Nuvosport,797802.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Nuvosport,905642.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Nuvosport,984818.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Nuvosport,832415.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Nuvosport,972359.0,SUV,Diesel,Automatic,7.0,1493.0,2.0
Mahindra,Nuvosport,1048603.0,SUV,Diesel,Automatic,7.0,1493.0,2.0
Nissan,Kicks,955000.0,SUV,Petrol,Manual,5.0,1498.0,2.0
Nissan,Kicks,1095000.0,SUV,Petrol,Manual,5.0,1498.0,2.0
Nissan,Kicks,1109000.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Nissan,Kicks,1251000.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Nissan,Kicks,1369000.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Nissan,Kicks,1465000.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Nissan,Kicks,1465000.0,SUV,Diesel,Manual,5.0,1461.0,7.0
Nissan,Kicks,989000.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Tata,Winger,1205000.0,MUV,Diesel,Manual,16.0,2200.0,2.0
Hyundai,Kona Electric,2371858.0,SUV,Electric,Automatic,4.0,1858.804588607595,6.0
Toyota,Camry,3788000.0,Sedan,Hybrid,Automatic,5.0,2487.0,9.0
Audi,A5,6061200.0,Sedan,Diesel,Automatic,5.0,1968.0,6.0
Land Rover,Discovery,10205494.0,SUV,Diesel,Automatic,7.0,2993.0,8.0
Land Rover,Discovery,9689321.0,SUV,Diesel,Automatic,7.0,2993.0,8.0
Land Rover,Discovery,8433741.0,SUV,Petrol,Automatic,7.0,2995.0,8.0
Land Rover,Discovery,8077550.0,SUV,Petrol,Automatic,7.0,2995.0,8.0
Land Rover,Discovery,8877094.0,SUV,Diesel,Automatic,7.0,2993.0,8.0
Land Rover,Discovery,7693664.0,SUV,Petrol,Automatic,7.0,2995.0,8.0
Land Rover,Discovery,10861088.0,SUV,Diesel,Automatic,7.0,2993.0,8.0
Land Rover,Discovery,8937846.0,SUV,Petrol,Automatic,7.0,2995.0,8.0
Lexus,Ls 500H,18221000.0,SUV,Hybrid,Automatic,5.0,3456.0,14.0
Lexus,Ls 500H,18736000.0,SUV,Hybrid,Automatic,5.0,3456.0,14.0
Lexus,Ls 500H,19371000.0,SUV,Hybrid,Automatic,5.0,3456.0,14.0
,Rolls-Royce Phantom,95000000.0,Sedan,Petrol,Automatic,5.0,6749.0,6.0
,Rolls-Royce Phantom,75400000.0,Sedan,Petrol,Automatic,5.0,6749.0,6.0
Fiat,Punto Evo,535562.0,Hatchback,Petrol,Manual,5.0,1172.0,2.0
Fiat,Punto Evo,631292.0,Hatchback,Diesel,Manual,5.0,1172.0,1.0
Fiat,Punto Evo,692655.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Fiat,Punto Evo,747774.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Toyota,Yaris,940000.0,Sedan,Petrol,Manual,5.0,1496.0,7.0
Toyota,Yaris,1055000.0,Sedan,Petrol,Manual,5.0,1496.0,7.0
Toyota,Yaris,1174000.0,Sedan,Petrol,Manual,5.0,1498.0,7.0
Toyota,Yaris,1418000.0,Sedan,Petrol,Automatic,5.0,1496.0,7.0
Toyota,Yaris,1175000.0,Sedan,Petrol,Automatic,5.0,1496.0,7.0
Toyota,Yaris,1010000.0,Sedan,Petrol,Automatic,5.0,1496.0,7.0
Toyota,Yaris,1294000.0,Sedan,Petrol,Automatic,5.0,1496.0,7.0
Toyota,Yaris,1296000.0,Sedan,Petrol,Manual,5.0,1496.0,7.0
Toyota,Yaris,1197000.0,Sedan,Petrol,Manual,5.0,1498.0,7.0
Toyota,Yaris,876000.0,Sedan,Petrol,Manual,5.0,1496.0,3.0
Toyota,Yaris,974000.0,Sedan,Petrol,Manual,5.0,1496.0,3.0
Toyota,Yaris,935000.0,Sedan,Petrol,Automatic,5.0,1496.0,3.0
Toyota,Yaris,1083000.0,Sedan,Petrol,Automatic,5.0,1496.0,3.0
Toyota,Yaris,1317000.0,Sedan,Petrol,Automatic,5.0,1498.0,7.0
Skoda,Octavia,1599599.0,Sedan,Petrol,Manual,5.0,1395.0,4.0
Skoda,Octavia,1799599.0,Sedan,Diesel,Manual,5.0,1968.0,4.0
Skoda,Octavia,1899599.0,Sedan,Petrol,Manual,5.0,1395.0,6.0
Skoda,Octavia,2059599.0,Sedan,Petrol,Automatic,5.0,1798.0,6.0
Skoda,Octavia,2079599.0,Sedan,Diesel,Manual,5.0,1968.0,6.0
Skoda,Octavia,2299599.0,Sedan,Diesel,Automatic,5.0,1968.0,6.0
Skoda,Octavia,2359599.0,Sedan,Petrol,Automatic,5.0,1798.0,6.0
Skoda,Octavia,2359599.0,Sedan,Diesel,Automatic,5.0,1968.0,6.0
Skoda,Octavia,1549000.0,Sedan,Petrol,Manual,5.0,1395.0,6.0
Skoda,Octavia,1699000.0,Sedan,Diesel,Manual,5.0,1968.0,6.0
Skoda,Octavia,1999599.0,Sedan,Petrol,Automatic,5.0,1798.0,6.0
Skoda,Octavia,2199599.0,Sedan,Diesel,Automatic,5.0,1968.0,6.0
,Mercedes-Benz Glc,5275000.0,SUV,Petrol,Automatic,5.0,1991.0,7.0
,Mercedes-Benz Glc,5775000.0,SUV,Diesel,Automatic,5.0,1950.0,7.0
Porsche,Cayenne Coupe,13151000.0,Unknown,Petrol,Automatic,5.0,2995.0,10.0
Porsche,Cayenne Coupe,19763000.0,Unknown,Petrol,Automatic,5.0,2995.0,10.0
Mahindra,Verito,748370.0,Sedan,Diesel,Manual,5.0,1461.0,2.0
Mahindra,Verito,772617.0,Sedan,Diesel,Manual,5.0,1461.0,2.0
Mahindra,Verito,845154.0,Sedan,Diesel,Manual,5.0,1461.0,2.0
Mitsubishi,Pajero Sport,2903750.0,SUV,Diesel,Manual,7.0,2477.0,2.0
Mitsubishi,Pajero Sport,2835500.0,SUV,Diesel,Automatic,7.0,2477.0,2.0
Mitsubishi,Pajero Sport,2953240.0,SUV,Diesel,Manual,7.0,2477.0,2.0
Mitsubishi,Pajero Sport,2992800.0,SUV,Diesel,Manual,7.0,2477.0,2.0
Mitsubishi,Pajero Sport,2952500.0,SUV,Diesel,Automatic,7.0,2477.0,2.0
Bentley,Flying Spur,34167064.0,Sedan,Petrol,Automatic,4.0,3993.0,6.0
Bentley,Flying Spur,39382083.0,Sedan,Petrol,Automatic,4.0,5998.0,6.0
Honda,City,991000.0,Sedan,Petrol,Manual,5.0,1497.0,2.0
Honda,City,1065900.0,Sedan,Petrol,Manual,5.0,1497.0,2.0
Honda,City,1182000.0,Sedan,Petrol,Manual,5.0,1497.0,2.0
Honda,City,1312000.0,Sedan,Petrol,Automatic,5.0,1497.0,2.0
Honda,City,1111000.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,City,1191000.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,City,1302000.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,City,1421000.0,Sedan,Diesel,Manual,5.0,1498.0,6.0
Honda,City,1431000.0,Sedan,Petrol,Automatic,5.0,1497.0,6.0
Honda,City,1201000.0,Sedan,Petrol,Automatic,5.0,1497.0,2.0
Mitsubishi,Montero,6862560.0,SUV,Diesel,Automatic,7.0,3200.0,6.0
